File ID,Category,Original Description,Subcategory
004033,Attempting,a person is walkin whilst crouched and kicks,walking and gesturing
M004033,Attempting,a person is walkin whilst crouched and kicks,walking and gesturing
004050,Attempting,the person to march forward and turned left.,marching and turning around
M004050,Attempting,the person to march forward and turned right.,marching and turning around
004072,Attempting,"a person walks right, turns left and dunks and waves arms.",walking and turning around and gesturing
M004072,Attempting,"a person walks left, turns right and dunks and waves arms.",walking and dunking and gesturing
004074,Attempting,a person walking forward and then back with hands pressed together in a nervous or shy motion.,walking and gesturing
M004074,Attempting,a person walking forward and then back with hands pressed together in a nervous or shy motion.,walking and gesturing
004105,Attempting,"a person walks and stops, then bends foreward while touching left knee with left hand and reaching to touch something with right hand, then cautiously steps backward and stands.",walking and gesturing
M004105,Attempting,"a person walks and stops, then bends foreward while touching right knee with right hand and reaching to touch something with left hand, then cautiously steps backward and stands.",walking and gesturing
004129,Attempting,"someone jogs in place, makes a quarter turn to the left and back, jogs backwards and then forwards.",jogging and turning around and jogging
004132,Attempting,a person walks aimlessly in a semi circle shape.,walking and turning around
M004132,Attempting,a person walks aimlessly in a semi circle shape.,walking and turning around
004146,Attempting,a person walks and turns left to walk back.,walking and turning around
M004146,Attempting,a person walks and turns right to walk back.,walking and turning around
004222,Attempting,a person walks in a clockwise circle and raises their hand to their face to yawn.,walking and gesturing
M004222,Attempting,a person walks in a counterclockwise circle and raises their hand to their face to yawn.,walking and gesturing
004580,Attempting,someone walks to a door touches it and leaves,walking and gesturing
M004580,Attempting,someone walks to a door touches it and leaves,walking and touching
004630,Attempting,"a person walks forward, puts their left hand down on a table, and uses their right hand to reach over the table and grab an object.",standing and gesturing
M004630,Attempting,"a person walks forward, puts their right hand down on a table, and uses their left hand to reach over the table and grab an object.",gesturing and reaching
004663,Attempting,a person walks in circle with its right arm raised,walking and gesturing
M004663,Attempting,a person walks in circle with its left arm raised,walking and gesturing
004739,Attempting,"a figure walks a few steps forward before raising their arm and knocking, then turns around and walks away",walking and gesturing and turning around
M004739,Attempting,"a figure walks a few steps forward before raising their arm and knocking, then turns around and walks away",walking and gesturing and turning around
004758,Attempting,"a person walks forwards and turns back around and picks something off the ground twice, turns around towards the front, and keeps picking up things off the ground with both hands.",walking and turning around and picking up items
M004758,Attempting,"a person walks forwards and turns back around and picks something off the ground twice, turns around towards the front, and keeps picking up things off the ground with both hands.",walking and turning around and gesturing
004855,Attempting,a person walks forward and then runs back,walking and running
M004855,Attempting,a person walks forward and then runs back,walking and running back
004922,Attempting,"a man walks a few steps, turns around walks back, turns around again.",walking and turning around
M004922,Attempting,"a man walks a few steps, turns around walks back, turns around again.",walking and turning around
004937,Attempting,the person walks confidently forward and then continues walking while turning around clockwise the way it started.,walking and turning around
M004937,Attempting,the person walks confidently forward and then continues walking while turning around counterclockwise the way it started.,walking and turning around
004965,Attempting,"a person walks forward to the left, picks something up and walks back and then shakes what is in the hand.",walking and gesturing
M004965,Attempting,"a person walks forward to the right, picks something up and walks back and then shakes what is in the hand.",walking and gesturing
004998,Attempting,figure walks forward then turns a quarter turn left and repeats two times in a rectangular space.,walking and turning around
M004998,Attempting,figure walks forward then turns a quarter turn right and repeats two times in a rectangular space.,walking and turning around
005066,Attempting,the man jogs forwards and then slows down to a walk as he makes a clockwise half circle back the way he came.,jogging and walking in a circle
M005066,Attempting,the man jogs forwards and then slows down to a walk as he makes a counterclockwise half circle back the way he came.,jogging and walking and turning around
005072,Attempting,person is walking around looking for some thing. but,walking and looking
M005072,Attempting,person is walking around looking for some thing. but,walking and turning around
005082,Attempting,the person is walking around looking around for something.,walking and looking around
M005082,Attempting,the person is walking around looking around for something.,walking and looking around
005093,Attempting,a man walks from side to side and turn round and walks to his place.,walking and turning around
M005093,Attempting,a man walks from side to side and turn round and walks to his place.,walking and turning around
005116,Attempting,person walks in a circle clockwise.,walking and turning around
M005116,Attempting,person walks in a circle counterclockwise.,walking and turning around
005156,Attempting,a person walks forward and kicks their leg out while turning around.,walking and gesturing
M005156,Attempting,a person walks forward and kicks their leg out while turning around.,walking and gesturing
005477,Attempting,this person walks forward and picks something up then walks back.,walking and gesturing
005489,Attempting,someone walks forward and pivots on his right foot and turns around smoothly,walking and turning around
005513,Attempting,"a person walks forward, then turns around then walks back.",walking and turning around
M005513,Attempting,"a person walks forward, then turns around then walks back.",walking and turning around
005532,Attempting,"a person is walking and then pivots, and turns in the other direction.",walking and turning around
M005532,Attempting,"a person is walking and then pivots, and turns in the other direction.",walking and turning around
005580,Attempting,the man is moving his arms and legs,gesturing
M005580,Attempting,the man is moving his arms and legs,gesturing
005588,Attempting,the person is walking around.,walking
M005588,Attempting,the person is walking around.,walking
005711,Attempting,a person walks forward and turns left to return back.,walking and turning around
M005711,Attempting,a person walks forward and turns right to return back.,walking and turning around
005824,Attempting,a figure walks forward and to a circular motion to the left,walking and turning around
M005824,Attempting,a figure walks forward and to a circular motion to the right,walking and turning around
005939,Attempting,person jumps forward continuously off one foot,jumping
M005939,Attempting,person jumps forward continuously off one foot,jumping
006050,Attempting,"a man walks diagonal down, then turns and walks diagonal up, then turns and walks diagonal half-way and stops.",walking and turning around
M006050,Attempting,"a man walks diagonal down, then turns and walks diagonal up, then turns and walks diagonal half-way and stops.",walking and turning around
006354,Attempting,a person slowly walked forward and return,walking and turning around
006444,Attempting,the person is walking towards the right.,walking towards right
M006444,Attempting,the person is walking towards the left.,walking towards the left
006473,Attempting,the sim is walking in a circle motion.,walking in a circle
M006473,Attempting,the sim is walking in a circle motion.,walking in a circle
006481,Attempting,the person walks in a clockwise circle,walking and turning around
M006481,Attempting,the person walks in a counterclockwise circle,walking and turning around
006608,Attempting,a person is jogging in a circle anticlockwise,jogging and turning around
M006608,Attempting,a person is jogging in a circle clockwise,jogging and turning around
006724,Attempting,"a man walks to the side, and then circles back around. only one arm is swinging.",walking and turning around
006762,Attempting,"a person walks, turns around, and walks back",walking and turning around
M006762,Attempting,"a person walks, turns around, and walks back",walking and turning around
006778,Attempting,the toon walks in a loop motion crouching slightly before almost completely finishing the loop.,walking and turning around
M006778,Attempting,the toon walks in a loop motion crouching slightly before almost completely finishing the loop.,walking and turning around
006831,Attempting,the man steps forward 2 steps swings around and walks back.,walking and turning around
M006831,Attempting,the man steps forward 2 steps swings around and walks back.,stepping and gesturing
006839,Attempting,a person walks around and then crouches down with their arms forward,walking and gesturing
M006839,Attempting,a person walks around and then crouches down with their arms forward,walking and gesturing
006904,Attempting,"a person hurriedly walks over to an object and hits it with his right hand in a somewhat angry manner, then walks back to the start, and repeats the same sequence.",hitting and walking in circle
M006904,Attempting,"a person hurriedly walks over to an object and hits it with his left hand in a somewhat angry manner, then walks back to the start, and repeats the same sequence.",hurrying and hitting
014345,Attempting,a man steps over an object while walking on a diagonal.,walking and gesturing
014310,Attempting,a man is walking forward stumbles and goes to the ground and get back up.,falling and standing
M014310,Attempting,a man is walking forward stumbles and goes to the ground and get back up.,walking and falling→standing
014309,Attempting,"a man bends down to pick something up. he walks forward,  then picks something up again.",walking and gesturing
M014309,Attempting,"a man bends down to pick something up. he walks forward,  then picks something up again.",walking and gesturing
014278,Attempting,"a person walks forward and then turns in the opposite direction and walks backwards, raises their right arm and then turns around again to face forward.",walking and turning around and then gesturing
M014278,Attempting,"a person walks forward and then turns in the opposite direction and walks backwards, raises their left arm and then turns around again to face forward.",walking and turning around and then gesturing
014194,Attempting,a person walking in a counter clockwise direction,walking and turning around
M014194,Attempting,a person walking in a counter counterclockwise direction,walking and turning around
014187,Attempting,"a person is walking backwards, turns around, then continues to walk backwards.",walking and turning around
M014187,Attempting,"a person is walking backwards, turns around, then continues to walk backwards.",walking and turning around
014179,Attempting,person is walking and turning left.,walking and turning around
M014179,Attempting,person is walking and turning right.,walking and turning around
014146,Attempting,walking forwards and backwards in a line.,walking in a line
M014146,Attempting,walking forwards and backwards in a line.,walking and turning around
014145,Attempting,"a person walks forward, then pivots and swivels to their left before walking back.",walking and turning around
M014145,Attempting,"a person walks forward, then pivots and swivels to their right before walking back.",walking and turning around
014144,Attempting,a man does a high knee kick with his right knee traveling slightly forwards then walks to original position to do the same kick with his left knee,kicking and walking
M014144,Attempting,a man does a high knee kick with his left knee traveling slightly forwards then walks to original position to do the same kick with his right knee,kicking and walking
014115,Attempting,"a person walks in a circle motion with their hands up, infront of them.",walking and gesturing
M014115,Attempting,"a person walks in a circle motion with their hands up, infront of them.",walking and gesturing
014053,Attempting,"a person walks into the room, picks something up, then sets it back down and walks away.",walking in a circle
M014053,Attempting,"a person walks into the room, picks something up, then sets it back down and walks away.",walking in a circle
014040,Attempting,walking forward and then back.,walking and turning around
M014040,Attempting,walking forward and then back.,walking and turning around
014037,Attempting,a person walks confidently in a counter clockwise circle.,walking and turning around
M014037,Attempting,a person walks confidently in a counter counterclockwise circle.,walking and turning around
014023,Attempting,a person is walking weirdly in a circle,walking and turning around
M014023,Attempting,a person is walking weirdly in a circle,walking and turning around
013959,Attempting,a person is crouched down in fighting stance and stands to go into a flurry of fighting techniques.,standing and gesturing
013880,Attempting,a person raises his arms up and down and then walks counterclockwise in a circle.,raising arms up and down and walking counterclockwise in a circle
M013880,Attempting,a person raises his arms up and down and then walks clockwise in a circle.,raising hands and walking in a circle
013801,Attempting,person is holding a heavy object on their right shoulder and walking around,walking and gesturing
M013801,Attempting,person is holding a heavy object on their left shoulder and walking around,walking and gesturing
013297,Attempting,"a person slowly walked backward, and returned",walking and turning around
M013297,Attempting,"a person slowly walked backward, and returned",walking and turning around
M013273,Attempting,"person balances on right foot, winds up their arm like a throw, then simply walks forward on two feet.",gesturing and walking
013255,Attempting,"person makes action of stuffing something into an object, bends over to put the object down before walking forward to bend over and pick up another object and place it a little bit to the left and then returns to original spot.",gesturing and jumping
M013255,Attempting,"person makes action of stuffing something into an object, bends over to put the object down before walking forward to bend over and pick up another object and place it a little bit to the right and then returns to original spot.",reaching and placing objects
013214,Attempting,a figure lowers its arms and then staggers forward to the left haggardly,falling and walking
M013214,Attempting,a figure lowers its arms and then staggers forward to the right haggardly,falling and gesturing
013204,Attempting,"a person walks forward, turns around, stumbles, recovers and continues to walk forward, turns and then limps forward.",walking and turning around and limping
M013204,Attempting,"a person walks forward, turns around, stumbles, recovers and continues to walk forward, turns and then limps forward.",walking and turning around and stumbling and recovering and limping
013124,Attempting,the person walks forward straight and backwards diagonally,walking and turning around
013055,Attempting,a person walks forwards and turns around on their right foot,walking and turning around
M013055,Attempting,a person walks forwards and turns around on their left foot,walking and turning around
013053,Attempting,"a person shifts left, walks straight and then paces backwards.",walking and pacing
M013053,Attempting,"a person shifts right, walks straight and then paces backwards.",walking and pacing
013029,Attempting,person walking in circular motion bent down,walking and bending down
M013029,Attempting,person walking in circular motion bent down,walking and bending down
013015,Attempting,man walks forwards and turns counter clockwise and walks back,walking and turning around
M013015,Attempting,man walks forwards and turns counter counterclockwise and walks back,walking and turning around
012966,Attempting,"the figure takes a step forward, back steps 5 steps, turns around and then back steps two steps.",walking and turning around
M012966,Attempting,"the figure takes a step forward, back steps 5 steps, turns around and then back steps two steps.",walking and turning around
012962,Attempting,a person walking in an anti-clockwise circular pattern,walking and turning around
M012962,Attempting,a person walking in an clockwise circular pattern,walking and turning around
012925,Attempting,a person slowly paces back and forth.,walking and turning around
M012925,Attempting,a person slowly paces back and forth.,walking and turning around
012917,Attempting,a person is walking while holding something and then looking at their phone,walking and gesturing
M012917,Attempting,a person is walking while holding something and then looking at their phone,walking and gesturing
012460,Attempting,"a person steps to their left, runs forward, and then back-peddles to their origin.","stepping, running, back-peddling"
M012460,Attempting,"a person steps to their right, runs forward, and then back-peddles to their origin.",running and stepping backwards
012420,Attempting,a person walks forward and then backwards.,walking and turning around
M012420,Attempting,a person walks forward and then backwards.,walking and turning around
012385,Attempting,walking forward and then back.,walking and turning around
M012385,Attempting,walking forward and then back.,walking and turning around
012348,Attempting,a person walks and half spins to his left and walks back,walking and turning around
M012348,Attempting,a person walks and half spins to his right and walks back,walking and gesturing
012320,Attempting,the person is walking in a counter clockwise circle.,walking and turning around
M012320,Attempting,the person is walking in a counter counterclockwise circle.,walking and turning around
012310,Attempting,"the toon walks forward a few steps, then turns around walking back.",walking and turning around
M012310,Attempting,"the toon walks forward a few steps, then turns around walking back.",walking and turning around
012308,Attempting,person walks for swings around on their list food then walks back to where they started.,walking and turning around
M012308,Attempting,person walks for swings around on their list food then walks back to where they started.,walking and turning around
012214,Attempting,"a man steps back, then walks forward picking up an object from the ground and afterwards turns around and walks in the opposite direction.","stepping, walking, turning around, walking in the opposite direction"
M012214,Attempting,"a man steps back, then walks forward picking up an object from the ground and afterwards turns around and walks in the opposite direction.","stepping, walking, turning around, walking"
012201,Attempting,"a person walks forward, knocks as if knocking on a door, then turn around and walks away.",walking and turning around
M012201,Attempting,"a person walks forward, knocks as if knocking on a door, then turn around and walks away.",walking and turning around
012136,Attempting,walking forward and then back.,walking and turning around
M012136,Attempting,walking forward and then back.,walking and turning around
012111,Attempting,a person is walking around casually,walking in a circle
M012111,Attempting,a person is walking around casually,walking in a circle
012109,Attempting,the person is walking over to do a forehand throw.,walking and gesturing
M012109,Attempting,the person is walking over to do a forehand throw.,walking and gesturing
012098,Attempting,"a person walks forward, picks something up, sets it down on something a little higher, turns around and walks back.",walking and turning around
M012098,Attempting,"a person walks forward, picks something up, sets it down on something a little higher, turns around and walks back.",walking and turning around
012097,Attempting,the person takes a few steps and then turns around with their back to you.,walking and turning around
M012097,Attempting,the person takes a few steps and then turns around with their back to you.,turning around and walking
012073,Attempting,a person backs into something and hurts their back.,irrelevant
M012073,Attempting,a person backs into something and hurts their back.,irrelevant
012066,Attempting,"this person walks forward and to the right, turns and bends forward while walking.",walking and gesturing and bending
M012066,Attempting,"this person walks forward and to the left, turns and bends forward while walking.",walking and gesturing
012040,Attempting,"a man walks in a slow clockwise circle, though he turns sharply to his right before the circle is complete, then turns again sharply to his left before stopping.",walking and turning around
M012040,Attempting,"a man walks in a slow counterclockwise circle, though he turns sharply to his left before the circle is complete, then turns again sharply to his right before stopping.",walking and turning around
012031,Attempting,a person walks in a circular motion,walking in a circle
M012031,Attempting,a person walks in a circular motion,walking and turning around
011968,Attempting,outlining my area for space,irrelevant
M011968,Attempting,outlining my area for space,irrelevant
011956,Attempting,the person is walking and turn left.,walking and turning around
M011956,Attempting,the person is walking and turn right.,walking and turning around
011499,Attempting,"person walks forward in a  stagger, then turns around and walks the same way back.",walking and turning around
M011499,Attempting,"person walks forward in a  stagger, then turns around and walks the same way back.",walking and turning around
011472,Attempting,hands come together and pull back to the right side of the body then the right hand is thrown hard forward.,gesturing
M011472,Attempting,hands come together and pull back to the left side of the body then the left hand is thrown hard forward.,gesturing
011442,Attempting,a person walks slowly in a circle but then jumps back abruptly and continues to hop around.,walking and jumping and hopping
M011442,Attempting,a person walks slowly in a circle but then jumps back abruptly and continues to hop around.,walking and jumping and hopping around
011376,Attempting,the person was doing a tough guy walk.,tough guy walk
011353,Attempting,a person is walking erratically in a figure 8 pattern.,walking and turning around
M011353,Attempting,a person is walking erratically in a figure 8 pattern.,walking and turning around
011256,Attempting,a man dances before running forward then running backwards,dancing and running
M011256,Attempting,a man dances before running forward then running backwards,dancing and running
011241,Attempting,"a person wipes something, goes forward to pick up something else, moves back and wipes it.",wiping and walking
M011241,Attempting,"a person wipes something, goes forward to pick up something else, moves back and wipes it.",wiping and walking in a circle
011203,Attempting,a standing person walks forward then  does a turn waling back followed by another turn and walking forward again,walking and turning around twice
M011203,Attempting,a standing person walks forward then  does a turn waling back followed by another turn and walking forward again,walking and turning around; walking and turning around; walking and turning around
011197,Attempting,"a person moves forward, and then begins dancing with an unseen partner.",dancing and gesturing
M011197,Attempting,"a person moves forward, and then begins dancing with an unseen partner.",running and gesturing
M011136,Attempting,a person who is jumping around with one leg but alternating the legs every jump,jumping and gesturing
011110,Attempting,"a person who is standing with his hands at his sides takes two steps forward, turns 180 degrees and take two steps in the other direction.",walking and turning around
M011110,Attempting,"a person who is standing with his hands at his sides takes two steps forward, turns 180 degrees and take two steps in the other direction.",standing and turning around and walking and turning around
011103,Attempting,the person is making gestures with their arm.,gesturing
M011103,Attempting,the person is making gestures with their arm.,gesturing
011096,Attempting,the person was walking and turned right around to go the other direction.,walking and turning around
M011096,Attempting,the person was walking and turned left around to go the other direction.,walking and turning around
011093,Attempting,"a person swings their shoulders while walking, then turns around and does the same thing in the other direction.",walking and gesturing and turning around
M011093,Attempting,"a person swings their shoulders while walking, then turns around and does the same thing in the other direction.",walking and gesturing and turning around
011081,Attempting,a person is walking around slowly.,walking in a circle
M011081,Attempting,a person is walking around slowly.,walking in a circle
010619,Attempting,the person walks around in a circle but stops just before completing the full circle,walking and turning around
M010619,Attempting,the person walks around in a circle but stops just before completing the full circle,walking and turning around
010358,Attempting,"the person steps forward, then turns facing left and steps backwards",walking and turning around
M010358,Attempting,"the person steps forward, then turns facing right and steps backwards",walking and turning around
